Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
18669090,Những màu khác,Orhan Pamuk,"Pamuk, Orhan",Lâm Vũ Thao,"=""""","=""""",0,3.95,Nhã Nam & NXB Văn Học,Paperback,484,2013,1999,,2024/12/31,to-read,to-read (#192),to-read,,,,0,0
13640748,Mắt sói,Daniel Pennac,"Pennac, Daniel",Ngân Hà,"=""""","=""""",0,3.92,Bookaholic Club,Paperback,156,2011,1984,,2024/12/31,to-read,to-read (#191),to-read,,,,0,0
221719890,Chuyện kể lúc hoàng hôn (Tuyển tập truyện ma Charles Dickens),Charles Dickens,"Dickens, Charles",Nguyễn Việt Hải,"=""6042383663""","=""9786042383660""",0,3.47,Wings Books & NXB Kim Đồng,Paperback,180,2024,,,2024/12/31,to-read,to-read (#190),to-read,,,,0,0
31051689,Coraline,Neil Gaiman,"Gaiman, Neil",Huyền Vũ,"=""""","=""8935235203624""",0,4.13,"NXB Văn Học, Công ty Nhã Nam",Paperback,218,2014,2002,,2024/12/31,to-read,to-read (#189),to-read,,,,0,0
219229588,Bình Minh,Elie Wiesel,"Wiesel, Elie",Bảo Chân,"=""6043335727""","=""9786043335729""",0,3.83,Tao Đàn & NXB Hội Nhà Văn,Paperback,150,2024,1960,,2024/12/31,to-read,to-read (#188),to-read,,,,0,0
25471487,Vụ án,Franz Kafka,"Kafka, Franz",Lê Chu Cầu,"=""604694676X""","=""9786046946762""",0,3.94,Nhã Nam & NXB Văn học,Paperback,320,2015,1925,,2024/12/31,to-read,to-read (#187),to-read,,,,0,0
222136536,Ba lối tới hồ,Ingeborg Bachmann,"Bachmann, Ingeborg",Thanh  Nghi,"=""""","=""""",0,3.90,FormaPubli,Paperback,248,2024,1972,,2024/12/31,to-read,to-read (#186),to-read,,,,0,0
21556971,Đường về nô lệ,Friedrich A. Hayek,"Hayek, Friedrich A.",Phạm Nguyên Trường,"=""""","=""""",4,4.15,NXB Tri Thức,Hardcover,440,2009,1944,2024/12/31,2015/12/16,,,read,"[Ebook]<br/>May mà đã hoàn thành trong năm 2024.<br/>Lúc đầu tưởng là chap sau của mấy truyện giải phóng nô lệ cơ, haha, ai là nô lệ, chúng ta, bất kỳ ai chính là nô lệ của đồng tiền, của cơ chế xã hội :))<br/>Cơ bản là mình không hiểu được nhiều lắm. Thấy hay hay đoạn nói về việc đồng tiền làm hạn chế tự do của con người thì thấm xíu.<br/>Nhưng cũng nhiều cái mình không đồng tình lắm. ",,,1,0
40602180,Diệt Vong,Thomas Bernhard,"Bernhard, Thomas",Hoàng Đăng Lãnh,"=""6049676968""","=""9786049676963""",4,4.31,Tao Đàn & Nxb. Hội Nhà Văn,Paperback,478,2018,1986,2024/11/25,2024/06/11,,,read,"[Ebook]<br/>50% đầu thì nghe ổng chửi cũng xéo xắt, cũng hay ó, nhưng nửa sau cho mình cảm giác bội thực. <br/>50 trang cuối thì mình thực sự mong đợi một cú twist gì đó, kiểu như ổng ko đc nhận thừa kế... Chứ nhìn cách ổng coi thường cả thế gian, đôi khi hơi quá khi nói về mẹ và em gái... thực sự là ổng không bình thường, không có cảm xúc...<br/>Ông này đúng kiểu: dám bị ghét, nếu ở VN chắc hẳn nó cũng có một thời gian bị cấm. Như kiểu ""Số Đỏ"" của Vũ Trọng Phụng, ở trong chăn mới biết chăn có rận, rồi mấy người đọc, biết được rận của những cái chăn khác nhau đâu :) <br/><br/>Có thể là cuốn cuối của năm 2024 rồi, một năm quá bận và thừa content.",,,1,0
17972964,Ngôi nhà của Matriona,Aleksandr Solzhenitsyn,"Solzhenitsyn, Aleksandr",Nguyễn Văn Sơn,"=""""","=""""",3,3.88,NXB Trẻ,Paperback,138,1974,1963,2024/11/04,2024/06/07,,,read,"[ebook]<br/>Ngôi nhà của Matriona thì hay, mà chỉ là một nửa. Nửa sau về thầy hiệu trưởng với ngôi trường thì bình thường…",,,1,0
13636293,Cõi Người Ta,Antoine de Saint-Exupéry,"Saint-Exupéry, Antoine de",Bùi Giáng,"=""""","=""""",0,4.12,NXB Thời Đại,Paperback,288,2011,1939,2024/11/04,2024/05/09,,,read,,,,1,0
28088642,Tình Yêu và Toán Học: Trái Tim của Thực Tại Ẩn Giấu,Edward Frenkel,"Frenkel, Edward","Nguyễn Duy Khánh, Phạm Văn Thiều","=""604943235X""","=""9786049432354""",3,3.70,NXB Tri Thức & Nhã Nam,,390,2015,2013,,2023/12/02,,,read,"[ebook] <br/>Cũng đã thử nhưng không cố hiểu được.<br/>Toán học thuần túy cũng là giấc mơ, là đam mê. Ở đâu đó, vẫn có những người đang nuôi dưỡng đam mê đó, cảm ơn người viết sách, là người trong ngành kể lại mình mới biết được có những đam mê như thế. Nếu không, nhắc tới nhà toán học, chắc mình không hình dung được.",,,1,0
79330072,Bốn ngọn gió,Kristin Hannah,"Hannah, Kristin",Lộc Diệu Linh,"=""6043728850""","=""9786043728859""",0,4.30,Huy Hoàng & NXB Văn học,Paperback,704,2022,2021,,2024/10/14,to-read,to-read (#185),to-read,,,,0,0
13507306,Du hành cùng Herodotus,Ryszard Kapuściński,"Kapuściński, Ryszard",Nguyễn Thái Linh,"=""""","=""""",3,4.05,NXB Văn hóa Sài Gòn & Nhã Nam,Paperback,352,2008,2004,2024/10/04,2024/06/07,,,read,[ebook] <br/>Bị lẫn loạn xạ giữa hiện tại vs quá khứ :(,,,1,0
13577718,Phúc lành của đất,Knut Hamsun,"Hamsun, Knut",Nguyễn Thành Nhân,"=""""","=""""",3,4.22,Youbooks & NXB Văn Học,Paperback,567,2012,1917,2024/09/16,2024/06/01,,,read,"[Ebook]<br/>Giống như game xây nông trại.<br/>Lúc đầu còn tưởng đó là thời kỳ xa lắc lơ nào đó, xong tới lúc luật pháp xuất hiện kéo con người tới thế giới hiện đại mới thấy lạ lẫm.<br/>2 đứa bé là 2 câu chuyện đáng suy…",,,1,0
17177237,Đêm trắng,Fyodor Dostoevsky,"Dostoevsky, Fyodor",Đoàn Tử Huyến,"=""""","=""""",2,4.07,Trung Tâm Văn Hóa Ngôn Ngữ Đông Tây & NXB Lao Động,Paperback,120,2011,1848,2024/09/01,2017/05/31,,,read,Anh trai mưa ,,,1,0
28355771,Thế Giới Nhỏ Của Liz Climo,Liz Climo,"Climo, Liz",,"=""""","=""""",0,4.29,NXB Kim Đồng,Unknown Binding,,2015,2013,,2024/08/28,to-read,to-read (#184),to-read,,,,0,0
13560979,Mặt trời nhà Scorta,Laurent Gaudé,"Gaudé, Laurent",Dương Tường,"=""""","=""""",4,4.06,Nhã Nam & NXB Hội Nhà Văn,Paperback,297,2006,2004,2024/08/28,2020/09/25,,,read,"[Ebook] <br/>Truyện này có thể viết x10 lần lên, 167 trang mà bao nhiêu nhân vật, nhân vật nào cũng có câu chuyện riêng cũng hay ho. Tại vì ngắn quá, nên thời gian vụt qua nhiều đoạn hơi hẫng.",,,1,0
18715564,Chai thời gian,Prabhassorn Sevikul,"Sevikul, Prabhassorn","May, Hoàng Quyên","=""""","=""""",3,3.87,NXB Thời Đại,Paperback,321,2013,1985,2024/08/21,2015/11/23,,,read,"[Ebook]<br/>Vừa đọc xong cái trống thiếc, xong chuyển qua đọc cuốn này bị khớp. Xém nữa đã dừng đọc luôn.<br/>May mà nhìn lại mấy tên nhân vật, kiểu đặt tên này k phải châu Âu, à, hoá ra là của Thái - vậy nên mình mới đọc tiếp, khám phá đất nước.<br/>1970 - lịch sử Thái như nào nhỉ, lúc đó Thái có phải thuộc địa của Anh không? - những cuộc biểu tình của sinh viên chống đế quốc Mỹ... để tìm hiểu thử.<br/>""Cuốn tiểu thuyết bestseller nổi bật với thế hệ học sinh sinh viên Thái thập niên 1970""<br/>Dù đó là những câu chuyện tình bạn, gia đình, những thiếu niên đang lớn, thì xã hội Thái năm 1970 - nước mình chưa thống nhất, còn họ đã có những gia tộc, có xe mec, có thể cho học sinh đi học nhạc (violon), về khoản này, tới giờ hình như mình vẫn thua. <br/>It was OK.",,,1,0
58345463,Búp sen xanh,Sơn Tùng,"Tùng, Sơn",,"=""""","=""""",4,4.67,NXB Kim Đồng,Paperback,363,2019,,2024/08/12,2024/06/25,,,read,"[ebook]<br/>Sách ở trong sách.<br/>Dù rất nổi tiếng, mà mình mới đọc “Không gia đình” mấy bữa trước, để rồi đọc Búp sen xanh mới hiểu được ý nghĩa của Không gia đình. Thật kỳ diệu.<br/>Thành thật mà nói, ấn tượng trước đây của mình về Bác là kiểu vô thực, giống như những anh hùng trong truyện, được xây dựng gian khó rồi đấu tranh rồi chiến thắng. <br/>Nhưng mà, tìm hiểu về người để thấy được cái thực của người, cách xây dựng nên một người hùng đậm chất Việt Nam. Đọc để hiểu được, Bác được lớn lên như thế nào, một lần nữa, phải nói tới tầm nhìn thế hệ của các cụ nhà mình. Yêu lắm quê hương Việt Nam.",,,1,0
6443834,"1Q84 Book 1 (1Q84, #1)",Haruki Murakami,"Murakami, Haruki",,"=""4103534222""","=""9784103534228""",4,3.95,Shinchosha/Tsai Fong Books,Hardcover,554,2009,2009,2015/10/13,2015/10/11,,,read,,,,1,0
13552501,Cái trống thiếc,Günter Grass,"Grass, Günter",Dương Tường,"=""""","=""""",4,3.95,NXB Hội Nhà Văn,Hardcover,968,2002,1959,2024/08/06,2016/07/12,,,read,"[ebook]<br/>Đọc chậm quá, tại bị vướng vào mớ content của ATVNCG :)))<br/><br/>Phải lên nhóm đọc sách xin review sách dù đã đọc gần xong.<br/>Mình xin Link tới những bài review dài, phân tích chi tiết các tình huống được cài cắm trong truyện. <br/>Mình chỉ cảm được là, nếu truyện này được phân tích thì sẽ rất nhiều tầng ý nghĩa, nhưng mà mình chưa nhìn thấy - tại mình mải chơi, đọc không tập trung.",,,1,0
25574719,Sông Đông Êm Đềm,Mikhail Sholokhov,"Sholokhov, Mikhail",,"=""""","=""""",0,4.12,"NXB Văn Học, Huy Hoàng",Boxset,1490,2014,1928,,2023/12/24,to-read,to-read (#131),to-read,,,,0,0
33279233,Ngày mười tháng mười hai,George Saunders,"Saunders, George","Ngọc Trà, Triều Dương, Hương Thảo, Trần Hạnh","=""6046992753""","=""9786046992752""",3,3.98,NXB Văn học & Nhã Nam,Paperback,260,2016,2013,2024/07/01,2017/09/18,,,read,"[Ebook]<br/>Oh, bất ngờ, mình đã tưởng cuốn này kiểu truyện dài, kiểu như mấy cuốn lãng đãng của Nhật. Mà không phải á, có mấy truyện gay cấn thực sự, cũng có những ức chế, có mấy truyện thì lộn xộn như kiểu nghĩ gì viết nấy. Cũng hơi hơi có kiểu series Black Mirror<br/><br/>""Nếu con quá nhạy cảm, con bước ra thế giới, thế giới sẽ ăn tươi nuốt sống con mất, tức là, cần chút cứng rắn phải không?""",,,1,0
23288240,Tội ác và trừng phạt,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Cao Xuân Hạo, Cao Xuân Phổ","=""""","=""""",3,4.29,NXB Văn Học,Paperback,747,2007,1866,2024/06/23,2017/10/30,,,read,"[Ebook]<br/>Nói gì nhỉ, anh có thể làm bất cứ điều gì xấu xa mà không có nguy cơ bị bắt nếu không tự đầu thú, vấn đề là anh có thực sự được ""sống"" không.<br/>Cái đó, cũng còn tuỳ thuộc vào việc, trước khi làm điều ác thì anh là ai nữa :|<br/>Lão Hạc, chị Dậu... rất nhiều, người ta vẫn phải sống.",,,1,0
25989032,Và Nơi Đây Bình Minh Yên Tĩnh,Boris Vasilyev,"Vasilyev, Boris",Lê Đức Mẫn,"=""""","=""""",3,4.54,NXB Cầu Vồng,ebook,,1985,2011,2024/06/27,2024/06/03,,,read,"[Ebook]<br/>Ban đầu mình nghĩ sẽ là một cuốn sách dạng tuyên truyền, đấu tranh, yêu nước, rồi đến cuối người ở phe chính diện chắc chắn sẽ dành được chiến thắng... Vậy mà mình còn không tin khi tác giả để cho người đầu tiên ra đi, mình còn cố đợi đến cuối, phải có một phép màu, một vận may, một ai đó tới đúng lúc. Nhưng không.<br/>Có đủ câu chuyện để đại diện cho từng người, từng cảm xúc trong cuộc chiến, khi đối mặt với kẻ thù.<br/>""Tổ Quốc bắt đầu không phải từ chỗ kênh đào. Hoàn toàn không phải từ đó. Chúng ta bảo vệ Tổ Quốc. Đầu tiên là bảo vệ Tổ Quốc rồi sau mới là kênh đào.""<br/>",true,,1,0
38335665,Lặng Lẽ Sapa,Nguyễn Thành Long,"Long, Nguyễn Thành",,"=""""","=""""",0,4.08,,Paperback,10,1970,1970,2024/06/25,2024/06/02,,,read,,,,1,0
54343368,Zinky Boys - Những Cậu Bé Kẽm,Svetlana Alexievich,"Alexievich, Svetlana",Phan Xuân Loan,"=""""","=""""",0,4.30,NXB Phụ Nữ,Paperback,412,2020,1989,,2024/06/24,to-read,to-read (#183),to-read,,,,0,0
214444650,Ba màn kịch,Jon Fosse,"Fosse, Jon",Thiên Nga,"=""""","=""""",0,3.90,Thiện Tri Thức,Hardcover,287,2024,2014,,2024/06/24,to-read,to-read (#182),to-read,,,,0,0
18103219,Nghe mùi kết thúc,Julian Barnes,"Barnes, Julian",Nghiêm Quỳnh Trang,"=""""","=""8936024919924""",4,3.74,NXB Văn Học,Paperback,250,2013,2011,2024/06/24,2017/05/28,,,read,"[Ebook]<br/>Đây là cuốn sách mà đang đọc dở mình phải đi đọc hết các review vì nó dấm dẳng thực sự.<br/>Tại mình thấy có nhiều người thương Veronica. Ok, thì thương thật, nhưng mà nó liên quan gì tới Tony mà bả cứ phải nói ""Không, bạn không hiểu, bạn sẽ chẳng bao giờ hiểu, và tốt nhất là ngừng lại tại đây đi"". Ủa alo, không nói ra xong cứ bắt người ta phải hiểu, chịu má. Đây gọi là tính cách bí ẩn ấy hả? Chắc tại mình là người kiểu rõ ràng, rành mạch như Margaret nên là mình không chịu nổi Bông Hoa này.<br/>Mình cũng từng có suy nghĩ về chuyện, không nên yêu bồ của bạn thân. Ờ, nếu không yêu, thì lỡ dở một mối nhân duyên, khi hai người thực sự hợp nhau nhưng mà lại quen qua bạn-bồ kia thì sao nhỉ. Dù sao cũng chỉ có thể chọn 1 thôi, bạn hoặc bồ. Mình đứng về phía Tony, kể cả anh có ngốc xit, k đúng Gout của V đi chăng nữa, vẫn có quyền được giận. <br/>Một cuốn must read á.<br/><br/>(Bản dịch của NN này có nhiều đoạn hơi vấp, nếu mà được dịch tốt hơn thì chắc còn hay hơn nữa)",,,1,0
203764947,Hôm Nay Một Người Đàn Bà Hóa Điên Trong Siêu Thị,Hilma Wolitzer,"Wolitzer, Hilma",Đinh Thảo,"=""""","=""""",0,3.72,San Hô Books và NXB Phụ Nữ,Paperback,232,2023,2021,,2024/06/22,to-read,to-read (#181),to-read,,,,0,0
13409211,Con Gái Thủy Thần,Nguyễn Huy Thiệp,"Thiệp, Nguyễn Huy",,"=""""","=""""",0,3.99,Nxb. Hội Nhà Văn,Paperback,153,1993,1993,,2024/06/16,to-read,to-read (#180),to-read,,,,0,0
35535591,Hành tinh khỉ,Pierre Boulle,"Boulle, Pierre",Vĩnh An,"=""6045390202""","=""9786045390207""",2,4.00,NXB Hội nhà văn & Tao Đàn,Paperback,252,2017,1963,2024/06/15,2024/04/21,,,read,"[ebook] <br/>Ngoài cái idea về Hành tinh khỉ là ổn, còn lại nhảm nhí. Giọng văn dở.<br/>Sách trẻ con cỡ 15 tuổi đọc được. ",,,1,0
36245861,Con đường da cam,David Zierler,"Zierler, David",Bùi Phương Thảo,"=""""","=""""",0,3.46,NXB Trẻ,Paperback,325,2012,2011,,2024/06/13,to-read,to-read (#179),to-read,,,,0,0
12405088,Sống mòn,Nam Cao,"Cao, Nam",,"=""""","=""""",4,4.24,NXB Văn Học,Bìa mềm,298,2008,2008,2024/06/12,2024/04/06,,,read,"[ebook]<br/>Ui, Văn học Việt Nam đã từng ở thời kỳ đỉnh cao như thế này mà!<br/>Vậy những Nam Cao của thế kỷ này đang làm gì nhỉ?<br/>“Cái khổ thì vẫn vậy… không biết rằng mình khổ thì không khổ”<br/>Tự thấy miêu tả ông Học ban đầu là người ít học, vậy mà tư duy của ông Học khi nói chuyện với anh chị kia cũng sáng mà :)",,,1,0
43470290,Bọt Tháng Ngày,Boris Vian,"Vian, Boris",Lê Phong Tuyết,"=""6049675694""","=""9786049675690""",0,3.92,Tao Đàn & Nxb. Hội Nhà Văn,Paperback,260,2018,1947,,2024/06/11,to-read,to-read (#178),to-read,,,,0,0
58311878,Người Hùng Mang Ngàn Gương Mặt,Joseph Campbell,"Campbell, Joseph",Thiên Nga,"=""""","=""""",0,4.12,Nhã Nam,Hardcover,514,2021,1949,2024/06/10,2023/01/02,,,read,"[ebook]<br/>Bằng một cách thần kỳ nào đó, dù đã drop “Nếu một đêm đông có người lữ khách”, vậy mà mình lại có thể đọc hết cuốn này.<br/>Khó đọc, đọc đi đọc lại nhiều lần nhiều đoạn, đọc phải hết sức tập trung mà cơ bản mình cũng không lĩnh hội được nhiều :(<br/>Tác giả hẳn phải là người vô thần thì mới có thể tiếp xúc được với tất cả những “người hùng” như thế nhỉ?<br/><br/>“Thần thánh chỉ cười khi con người cầu xin của cải”<br/>",,,1,0
51996717,Những người đẹp say ngủ,Yasunari Kawabata,"Kawabata, Yasunari",Uyên Thiểm,"=""6045355148""","=""9786045355145""",0,3.60,Nxb. Hội Nhà Văn & Nhã Nam,Paperback,146,2019,1961,,2024/06/08,to-read,to-read (#177),to-read,,,,0,0
56135120,Lũ Trẻ Làng Ồn Ào,Astrid Lindgren,"Lindgren, Astrid",Nguyễn Bích Lan,"=""""","=""""",0,4.31,Nhà Xuất Bản Phụ Nữ Việt Nam,Paperback,138,2020,1946,,2024/06/07,to-read,to-read (#176),to-read,,,,0,0
54429124,Những chàng trai Baltimore,Joël Dicker,"Dicker, Joël",,"=""""","=""""",0,4.11,Nhà xuất bản Phụ Nữ,Paperback,542,2020,2015,,2024/06/07,to-read,to-read (#175),to-read,,,,0,0
42421742,Những nhân chứng cuối cùng: Solo cho giọng trẻ em,Svetlana Alexievich,"Alexievich, Svetlana",Phan Xuân Loan,"=""6045649400""","=""9786045649404""",0,4.49,Nxb. Phụ Nữ,Paperback,331,2018,1985,,2024/06/07,to-read,to-read (#174),to-read,,,,0,0
77267264,Bật khóc ở H Mart,Michelle Zauner,"Zauner, Michelle",Lê Hồng Phương Hạ,"=""6043752646""","=""9786043752649""",0,4.23,NXB Phụ Nữ,Paperback,404,2022,2021,,2024/06/07,to-read,to-read (#173),to-read,,,,0,0
210993673,Viên ngọc trai vỡ vỏ,Nadia Hashimi,"Hashimi, Nadia",Nguyễn Mai Phương,"=""""","=""""",0,4.19,NXB Phụ nữ Việt Nam,Paperback,544,2023,2014,,2024/06/07,to-read,to-read (#172),to-read,,,,0,0
213415364,Bảy chuyện kể Gothic,Isak Dinesen,"Dinesen, Isak",Nguyễn Tuấn Bình,"=""""","=""""",0,3.86,NXB Phụ Nữ,Paperback,768,2024,1934,,2024/06/07,to-read,to-read (#171),to-read,,,,0,0
32949254,Lời Nguyện Cầu Từ Chernobyl,Svetlana Alexievich,"Alexievich, Svetlana",Nguyễn Bích Lan,"=""6045637658""","=""9786045637654""",0,4.40,Nxb. Phụ Nữ,Paperback,380,2016,1997,,2024/06/07,to-read,to-read (#170),to-read,,,,0,0
204458684,Bác Hana,Alena Mornštajnová,"Mornštajnová, Alena",Bình Slavická,"=""6044725391""","=""9786044725390""",0,4.67,NXB Phụ nữ Việt Nam,Paperback,332,2023,2017,,2024/06/07,to-read,to-read (#169),to-read,,,,0,0
12107955,Bí mật của Naoko,Keigo Higashino,"Higashino, Keigo","Uyên Thiểm, Trương Thùy Lan","=""""","=""""",0,3.87,NXB Hội nhà văn,Paperback,468,2017,1998,,2024/06/02,to-read,to-read (#168),to-read,,,,0,0
40695593,Sống mãi với Thủ đô,Nguyễn Huy Tưởng,"Tưởng, Nguyễn Huy",,"=""""","=""""",0,4.04,Kim Đồng,Paperback,472,2014,1961,,2024/06/01,to-read,to-read (#167),to-read,,,,0,0
39650173,Gấm Hoa Giữa Đời,Anni Baobei,"Baobei, Anni","Nguyễn Vinh Chi, Tố Hinh","=""""","=""""",0,3.89,Pavicobooks,Paperback,,2018,2007,,2024/06/01,to-read,to-read (#166),to-read,,,,0,0
205185886,Hung thủ quen mặt (ISBN 9786044000831),Shari Lapena,"Lapena, Shari",Thanh Hoa,"=""""","=""""",0,3.90,NXB Dân Trí & Mintbooks (AZ Việt Nam),Paperback,340,2023,2019,,2024/06/01,to-read,to-read (#165),to-read,,,,0,0
16123315,Không Gia Đình,Hector Malot,"Malot, Hector",Huỳnh Lý,"=""6049637482""","=""9786049637483""",3,4.40,NXB Văn Học,Paperback,574,2009,1878,2024/05/31,2015/10/21,,,read,[ebook]<br/>Kịch bản cũng được ấy chứ.<br/>Nhưng nên đọc lúc bé thì hơn :D ,,,1,0
57612010,Cuộc phiêu lưu của Augie March,Saul Bellow,"Bellow, Saul",Nguyễn Vân Hà,"=""6043194732""","=""9786043194739""",0,3.83,Tao Đàn & NXB Hội Nhà Văn,Paperback,616,2021,1953,,2024/05/29,to-read,to-read (#164),to-read,,,,0,0
127402897,Giả mạo,Nella Larsen,"Larsen, Nella",Thiên Nga,"=""6043830728""","=""9786043830729""",0,3.92,Hội nhà văn & Tao Đàn,Paperback,198,2023,1929,,2024/05/29,to-read,to-read (#163),to-read,,,,0,0
43117045,Cầu Sông Kwai,Pierre Boulle,"Boulle, Pierre",Vĩnh An,"=""6049671095""","=""9786049671098""",0,3.94,Tao Đàn & Nxb. Hội Nhà Văn,Paperback,256,2018,1952,,2024/05/29,to-read,to-read (#162),to-read,,,,0,0
212623074,Trái tim là thợ săn cô đơn,Carson McCullers,"McCullers, Carson",Đăng Thư,"=""6043916428""","=""9786043916423""",0,3.99,Hội Nhà Văn,Paperback,436,2023,1940,,2024/05/29,to-read,to-read (#161),to-read,,,,0,0
37457330,Lộn Tùng Phèo,Woody Allen,"Allen, Woody",Đăng Thư,"=""6045388925""","=""9786045388921""",0,3.91,Tao Đàn & NXb. Hội Nhã Văn,Paperback,208,2017,1980,,2024/05/29,to-read,to-read (#160),to-read,,,,0,0
42872310,Nguồn Gốc Của Ngoại Tộc,Toni Morrison,"Morrison, Toni",Nguyễn Tiến Văn,"=""6045382730""","=""9786045382738""",0,4.19,Tao Đàn & Nxb. Hội Nhà Văn,Paperback,176,2018,2017,,2024/05/29,to-read,to-read (#159),to-read,,,,0,0
56601643,Vẫy Vùng Giữa Vũng Lầy,Carl Hiaasen,"Hiaasen, Carl",Bình Bồng Bột,"=""6043064413""","=""9786043064414""",0,3.85,"NXB Hội Nhà văn, Tao Đàn",Paperback,420,2021,2004,,2024/05/29,to-read,to-read (#158),to-read,,,,0,0
13509366,Mù Lòa,José Saramago,"Saramago, José",Phạm Văn,"=""""","=""""",0,4.18,Bách Việt & Nxb. Văn Học,Paperback,412,2010,1995,2024/05/28,2016/07/25,,,read,"[Ebook]<br/>Mình sẽ không rate cuốn này đâu.<br/>Thực sự mình nghĩ kịch bản hơi kinh dị, mặc dù giọng văn rất dễ trôi, nhưng nó vẫn làm mình mất kiên nhẫn.<br/>Đúng là nếu không thoát ra khỏi nhà tù ban đầu, chắc mình cũng không đọc tới cuối nổi. <br/>Đọc với sự bí bách, khó chịu.",,,1,0
28523634,Công Chúa Chăn Ngỗng,Shannon Hale,"Hale, Shannon",,"=""""","=""""",2,4.15,Nxb Trẻ,Unknown Binding,406,2011,2003,2024/02/05,2016/01/12,,,read,"[Ebook]<br/>Hết sức dữ dội ấy.<br/>Câu chuyện rất hay. <br/>Nhưng mình không mê nổi cô công chúa này, không cãi lại được đứa người hầu.<br/><br/><br/><br/><br/>Khác với những câu chuyện khác, khá bực mình lúc công chúa gọi con ngựa không được.<br/>Và rất gay cấn khi để con ngựa bị chết.<br/>Thông thường thì công chúa sẽ gọi được con ngựa, hoặc ít ra sau đó vẫn tìm lại được ngựa,  trở thành bạn đồng hành cùng vượt khó. Nhưng không.<br/>2 cái chi tiết k bình thường vậy, thế mà không để cho Geric thực sự không phải Hoàng tử đi, thì sẽ ra sao nhỉ :))<br/>Geric vẫn là nhờ có Công Chúa mới đánh thắng được U.<br/>",true,,1,0
23280690,Gia đình Buddenbrook,Thomas Mann,"Mann, Thomas","Trương Chính, Hồng Dân Hoa","=""""","=""""",3,4.20,NXB Trẻ,Paperback,804,2014,1901,2024/05/17,2016/04/28,,,read,"[ebook]<br/>Không ai giàu ba họ, không ai khó ba đời.<br/>Đúng là nhà giàu thì nên sinh nhiều con.<br/><br/>Nhưng sao bà Tony có thể có lựa chọn tệ vậy nhỉ? Lần 1 thì bị gài đi, nhưng với gia tộc như thế mà không tìm được mối tốt sau khi lỡ lần á? <br/>Như trong Chiến Tranh & Hoà Bình, thì mối quan hệ rộng của họ, nhìn thấy họ danh giá hơn.<br/>Mà mình ghét Tony từ đầu luôn.<br/>Nhưng thích cách bố Tony đến đón bà về.<br/><br/>Gia đình họ có hỏi Chúa tại sao để gia đình họ lụi bại vậy không? Trong khi họ một lòng kính Chúa vậy mà?<br/><br/>Với sự giàu có của gia tộc chỉ qua giao thương buôn bán, không có sản xuất hàng hoá thì đôi khi không đảm bảo? Hay các gia tộc đều kinh doanh hết.<br/>Và phải đi nói chuyện vs bạn mình:<br/>""Ek, thực ra t vừa đọc xong cuốn Gia đình Buddenbook, nó cũng làm t thay đổi suy nghĩ nhá. Trước t cứ bảo B vs L là làm sản xuất, đưa sản phẩm ra thị trường mới bền vững được ấy. Nhưng tính ra, cũng không có cgi đảm bảo 1 sản phẩm sẽ bền vững được, xh phtrien, nhu cầu con ng thay đổi... Gia đình Buddenbook phất lên vì kinh doanh buôn bán, đúng như hình thức của a H vs L bjo ấy, có cái gì xhoi cần, thì mình là ng có vốn và mình là người đi buôn. Cái cơ chế này tồn tại chắc chắn là lâu dài hơn gia đình sản xuất thuần đó.<br/>Tất nhiên là đến cuối cùng, thành công, thất bại của một tập đoàn kinh doanh cũng phụ thuộc vào nhiều yếu tố khác nữa. Nhưng ý là, phi thương bất phú, vẫn phải luôn suy nghĩ, mua con gì, bán cái gì ở cái thời đại đang sống, muốn tồn tại thì không ngừng suy nghĩ được, k dừng làm việc được đâu.""",,,1,0
45021069,Tuyến Hoả Xa Ngầm,Colson Whitehead,"Whitehead, Colson",Nguyễn Bích Lan,"=""6045661125""","=""9786045661123""",4,4.06,NXB Phụ Nữ,Paperback,352,2019,2016,2024/05/21,2024/01/23,,,read,"[ebook]<br/>Giống như phần 2 của ""12 năm nô lệ"" vậy.<br/>Một hành trình dài, tới nhiều thế hệ...và tới cả bây giờ.<br/><br/>Có những con người ác độc như thế, nhưng vẫn cầu nguyện, vẫn nhân danh...hay thật.",,,1,0
48499675,Nhà Đen,Peter  May,"May, Peter",Minh  Tú,"=""604894151X""","=""9786048941512""",0,4.09,"NXB Hồng Đức, IPM",Paperback,480,2019,2009,,2024/05/21,to-read,to-read (#157),to-read,,,,0,0
137168269,Giống như là chết,Guy de Maupassant,"Maupassant, Guy de",Cao Việt Dũng,"=""""","=""""",0,3.76,Hiệu sách Hộp & NXB Phụ Nữ Việt Nam,Paperback,328,2023,1889,,2024/05/21,to-read,to-read (#156),to-read,,,,0,0
